station,row_type,year_raw,date_raw,date_iso,span_days,volume_raw,unit,volume_mg,flags,note
North Branch,event,2026,3/15-16/26,2026-03-15,2,263.79,MG,263.79,parsed-from:3/15-16/26,
North Branch,event,,2026-04-04 00:00:00,2026-04-04,1,83.45,MG,83.45,,
North Branch,event,,4/14-15/26,2026-04-14,2,170.775,MG,170.775,parsed-from:4/14-15/26,
North Branch,event,,4/17-18/26,2026-04-17,2,181.44,MG,181.44,parsed-from:4/17-18/26,
North Branch,event,,7/3-5/26,2026-07-03,3,318.33,MG,318.33,parsed-from:7/3-5/26,
North Branch,event,2025,8/18-19/25,2025-08-18,2,125.01,MG,125.01,parsed-from:8/18-19/25,
North Branch,no-discharge-year,2024,No Discharge,,,,MG,,,
North Branch,event,2023,7/2-3/23,2023-07-02,2,490.455,MG,490.455,parsed-from:7/2-3/23,
North Branch,event,,7/5-6/23,2023-07-05,2,86.13,MG,86.13,parsed-from:7/5-6/23,
North Branch,event,2022,2022-05-03 00:00:00,2022-05-03,1,5.67,MG,5.67,,
North Branch,event,,2022-12-15 00:00:00,2022-12-15,1,89.1,MG,89.1,,
North Branch,event,2021,6/26-27/21,2021-06-26,2,247.725,MG,247.725,parsed-from:6/26-27/21,
North Branch,event,,2021-10-25 00:00:00,2021-10-25,1,81.81,MG,81.81,,
North Branch,event,2020,2020-04-30 00:00:00,2020-04-30,1,192.375,MG,192.375,,
North Branch,event,,2020-05-15 00:00:00,2020-05-15,1,174.15,MG,174.15,,
North Branch,event,,5/17-18/20,2020-05-17,2,1004.805,MG,1004.805,parsed-from:5/17-18/20,
North Branch,event,,5/23-24/20,2020-05-23,2,45.765,MG,45.765,parsed-from:5/23-24/20,
North Branch,event,2019,4/30-5/1/2019,2019-04-30,2,716.175,MG,716.175,parsed-from:4/30-5/1/2019,
North Branch,event,,2019-05-02 00:00:00,2019-05-02,1,94.77,MG,94.77,,
North Branch,event,,2019-05-09 00:00:00,2019-05-09,1,227.475,MG,227.475,,
North Branch,event,,2019-05-22 00:00:00,2019-05-22,1,57.78,MG,57.78,,
North Branch,event,,2019-05-27 00:00:00,2019-05-27,1,170.1,MG,170.1,,
North Branch,event,,2019-05-29 00:00:00,2019-05-29,1,93.285,MG,93.285,,
North Branch,event,,2019-06-05 00:00:00,2019-06-05,1,74.385,MG,74.385,,
North Branch,event,,10/2-3/19,2019-10-02,2,272.16,MG,272.16,parsed-from:10/2-3/19,
North Branch,event,,10/26-27/19,2019-10-26,2,300.24,MG,300.24,parsed-from:10/26-27/19,
North Branch,event,,2019-10-30 00:00:00,2019-10-30,1,75.06,MG,75.06,,
North Branch,event,2018,2/20-21/18,2018-02-20,2,628.83,MG,628.83,parsed-from:2/20-21/18,
North Branch,event,,2018-03-01 00:00:00,2018-03-01,1,81.135,MG,81.135,,
North Branch,event,,5/14-15/2018,2018-05-14,2,212.49,MG,212.49,parsed-from:5/14-15/2018,
North Branch,event,,2018-05-21 00:00:00,2018-05-21,1,189.81,MG,189.81,,
North Branch,event,,2018-06-22 00:00:00,2018-06-22,1,305.775,MG,305.775,,
North Branch,event,,6/26-27/18,2018-06-26,2,28.08,MG,28.08,parsed-from:6/26-27/18,
North Branch,event,,2018-10-10 00:00:00,2018-10-10,1,89.37,MG,89.37,,
North Branch,event,,2017-01-17 00:00:00,2017-01-17,1,131.355,MG,131.355,,
North Branch,event,,2017-01-20 00:00:00,2017-01-20,1,78.975,MG,78.975,,
North Branch,event,,2/28-3/1 2017,2017-02-28,2,70.065,MG,70.065,parsed-from:2/28-3/1 2017,
North Branch,event,,3/30-31/17,2017-03-30,2,386.505,MG,386.505,parsed-from:3/30-31/17,
North Branch,event,,4/5-6/17,2017-04-05,2,292.41,MG,292.41,parsed-from:4/5-6/17,
North Branch,event,,2017-04-10 00:00:00,2017-04-10,1,17.55,MG,17.55,,
North Branch,event,,2017-04-16 00:00:00,2017-04-16,1,34.02,MG,34.02,,
North Branch,event,,4/29-30/17,2017-04-29,2,330.615,MG,330.615,parsed-from:4/29-30/17,
North Branch,event,,4/30-5/1/17,2017-04-30,2,319.005,MG,319.005,parsed-from:4/30-5/1/17,
North Branch,event,,5/10-11/2017,2017-05-10,2,57.51,MG,57.51,parsed-from:5/10-11/2017,
North Branch,event,,2017-06-14 00:00:00,2017-06-14,1,27.81,MG,27.81,,
North Branch,event,,2017-06-17 00:00:00,2017-06-17,1,22.275,MG,22.275,,
North Branch,event,,2017-06-29 00:00:00,2017-06-29,1,69.525,MG,69.525,,
North Branch,event,,2017-07-12 00:00:00,2017-07-12,1,110.835,MG,110.835,,
North Branch,event,,2017-07-20 00:00:00,2017-07-20,1,130.68,MG,130.68,,
North Branch,event,,2017-07-21 00:00:00,2017-07-21,1,38.205,MG,38.205,,
North Branch,event,,7/21-22/17,2017-07-21,2,194.67,MG,194.67,parsed-from:7/21-22/17,
North Branch,event,,2017-10-11 00:00:00,2017-10-11,1,93.825,MG,93.825,,
North Branch,event,,10/14-15/17,2017-10-14,2,910.845,MG,910.845,parsed-from:10/14-15/17,
North Branch,event,,2017-10-23 00:00:00,2017-10-23,1,196.83,MG,196.83,,
North Branch,event,,2017-10-24 00:00:00,2017-10-24,1,118.935,MG,118.935,,
North Branch,event,,2016-02-02 00:00:00,2016-02-02,1,33.21,MG,33.21,,
North Branch,event,,2016-04-28 00:00:00,2016-04-28,1,82.35,MG,82.35,,
North Branch,event,,2016-04-30 00:00:00,2016-04-30,1,61.425,MG,61.425,,
North Branch,event,,5/1-2/2016,2016-05-01,2,68.85,MG,68.85,parsed-from:5/1-2/2016,
North Branch,event,,2016-05-09 00:00:00,2016-05-09,1,56.565,MG,56.565,,
North Branch,event,,2016-05-10 00:00:00,2016-05-10,1,57.915,MG,57.915,,
North Branch,event,,2016-05-12 00:00:00,2016-05-12,1,111.24,MG,111.24,,
North Branch,event,,5/13-14/16,2016-05-13,2,125.55,MG,125.55,parsed-from:5/13-14/16,
North Branch,event,,5/25-26/16,2016-05-25,2,175.23,MG,175.23,parsed-from:5/25-26/16,
North Branch,event,,2016-05-27 00:00:00,2016-05-27,1,20.79,MG,20.79,,
North Branch,event,,2016-06-22 00:00:00,2016-06-22,1,35.235,MG,35.235,,
North Branch,event,,7/12-13/16,2016-07-12,2,1040.76,MG,1040.76,parsed-from:7/12-13/16,
North Branch,event,,7/23-24/16,2016-07-23,2,250.695,MG,250.695,parsed-from:7/23-24/16,
North Branch,event,,2016-07-24 00:00:00,2016-07-24,1,70.74,MG,70.74,,
North Branch,event,,2016-08-12 00:00:00,2016-08-12,1,31.32,MG,31.32,,
North Branch,event,,2016-08-13 00:00:00,2016-08-13,1,16.065,MG,16.065,,
North Branch,event,,2016-08-20 00:00:00,2016-08-20,1,105.975,MG,105.975,,
North Branch,event,,2016-08-27 00:00:00,2016-08-27,1,64.26,MG,64.26,,
North Branch,event,,2016-08-30 00:00:00,2016-08-30,1,12.69,MG,12.69,,
North Branch,event,,2015-04-09 00:00:00,2015-04-09,1,99.36,MG,99.36,,
North Branch,event,,2015-05-05 00:00:00,2015-05-05,1,24.435,MG,24.435,,
North Branch,event,,2015-05-09 00:00:00,2015-05-09,1,28.89,MG,28.89,,
North Branch,event,,2015-06-14 00:00:00,2015-06-14,1,162.405,MG,162.405,,
North Branch,event,,6/15-16/15,2015-06-15,2,390.96,MG,390.96,parsed-from:6/15-16/15,
North Branch,event,,8/18-19/15,2015-08-18,2,80.19,MG,80.19,parsed-from:8/18-19/15,
North Branch,event,,2015-09-08 00:00:00,2015-09-08,1,30.915,MG,30.915,,
North Branch,event,,9/18-19/15,2015-09-18,2,299.7,MG,299.7,parsed-from:9/18-19/15,
North Branch,event,,2015-11-27 00:00:00,2015-11-27,1,36.72,MG,36.72,,
North Branch,event,,2015-12-23 00:00:00,2015-12-23,1,47.655,MG,47.655,,
North Branch,event,,12/28-29/15,2015-12-28,2,102.735,MG,102.735,parsed-from:12/28-29/15,
North Branch,event,,1/10-11/14,2014-01-10,2,139.185,MG,139.185,parsed-from:1/10-11/14,
North Branch,event,,2/20-21/14,2014-02-20,2,231.39,MG,231.39,parsed-from:2/20-21/14,
North Branch,event,,2014-05-09 00:00:00,2014-05-09,1,67.095,MG,67.095,,
North Branch,event,,2014-06-11 00:00:00,2014-06-11,1,100.98,MG,100.98,,
North Branch,event,,2014-06-21 00:00:00,2014-06-21,1,138.645,MG,138.645,,
North Branch,event,,6/30-7/1/14,2014-06-30,2,332.91,MG,332.91,parsed-from:6/30-7/1/14,
North Branch,event,,2014-07-12 00:00:00,2014-07-12,1,71.01,MG,71.01,,
North Branch,event,,2014-07-13 00:00:00,2014-07-13,1,46.71,MG,46.71,,
North Branch,event,,2014-08-22 00:00:00,2014-08-22,1,94.095,MG,94.095,,
North Branch,event,,2014-08-23 00:00:00,2014-08-23,1,159.3,MG,159.3,,
North Branch,event,,2014-08-25 00:00:00,2014-08-25,1,46.71,MG,46.71,,
North Branch,event,,2014-09-10 00:00:00,2014-09-10,1,66.69,MG,66.69,,
North Branch,event,,2014-10-03 00:00:00,2014-10-03,1,228.285,MG,228.285,,
North Branch,event,,10/14-15/14,2014-10-14,2,142.965,MG,142.965,parsed-from:10/14-15/14,
North Branch,event,,1/29-30/13,2013-01-29,2,134.46,MG,134.46,parsed-from:1/29-30/13,
North Branch,event,,2013-03-10 00:00:00,2013-03-10,1,98.01,MG,98.01,,
North Branch,event,,2013-04-11 00:00:00,2013-04-11,1,63.585,MG,63.585,,
North Branch,event,,4/17-19/13,2013-04-17,3,1109.565,MG,1109.565,parsed-from:4/17-19/13,
North Branch,event,,2013-05-21 00:00:00,2013-05-21,1,24.84,MG,24.84,,
North Branch,event,,2013-05-22 00:00:00,2013-05-22,1,149.58,MG,149.58,,
North Branch,event,,2013-06-01 00:00:00,2013-06-01,1,70.335,MG,70.335,,
North Branch,event,,2013-06-26 00:00:00,2013-06-26,1,159.3,MG,159.3,,
North Branch,event,,2013-09-18 00:00:00,2013-09-18,1,45.63,MG,45.63,,
North Branch,event,,2013-09-19 00:00:00,2013-09-19,1,80.73,MG,80.73,,
North Branch,event,,2013-10-05 00:00:00,2013-10-05,1,15.66,MG,15.66,,
North Branch,event,,2013-10-31 00:00:00,2013-10-31,1,88.155,MG,88.155,,
North Branch,event,,2013-11-06 00:00:00,2013-11-06,1,30.51,MG,30.51,,
North Branch,event,,2013-11-17 00:00:00,2013-11-17,1,54.405,MG,54.405,,
North Branch,event,,2012-01-23 00:00:00,2012-01-23,1,72.225,MG,72.225,,
North Branch,event,,2012-03-23 00:00:00,2012-03-23,1,51.705,MG,51.705,,
North Branch,event,,2012-04-15 00:00:00,2012-04-15,1,42.795,MG,42.795,,
North Branch,event,,4/15-16/12,2012-04-15,2,29.295,MG,29.295,parsed-from:4/15-16/12,
North Branch,event,,5/3-4/12,2012-05-03,2,106.785,MG,106.785,parsed-from:5/3-4/12,
North Branch,event,,2012-05-07 00:00:00,2012-05-07,1,46.035,MG,46.035,,
North Branch,event,,2012-07-19 00:00:00,2012-07-19,1,89.37,MG,89.37,,
North Branch,event,,2012-07-24 00:00:00,2012-07-24,1,27.945,MG,27.945,,
North Branch,event,,8/26-27/11,2011-08-26,2,63.855,MG,63.855,parsed-from:8/26-27/11,
North Branch,event,,2/20-21/11,2011-02-20,2,143.1,MG,143.1,parsed-from:2/20-21/11,
North Branch,event,,3/4-5/2011,2011-03-04,2,120.15,MG,120.15,parsed-from:3/4-5/2011,
North Branch,event,,4/19-4/20/11,2011-04-19,2,143.51,MG,143.51,parsed-from:4/19-4/20/11,
North Branch,event,,2011-04-26 00:00:00,2011-04-26,1,100.44,MG,100.44,,
North Branch,event,,2011-05-25 00:00:00,2011-05-25,1,90.45,MG,90.45,,
North Branch,event,,5/25-26/11,2011-05-25,2,386.5053,MG,386.5053,parsed-from:5/25-26/11,
North Branch,event,,5/29-30/11,2011-05-29,2,252.99,MG,252.99,parsed-from:5/29-30/11,
North Branch,event,,2011-06-09 00:00:00,2011-06-09,1,45.9,MG,45.9,,
North Branch,event,,2011-06-10 00:00:00,2011-06-10,1,13.77,MG,13.77,,
North Branch,event,,2011-06-15 00:00:00,2011-06-15,1,37.8,MG,37.8,,
North Branch,event,,2011-07-22 00:00:00,2011-07-22,1,16.875,MG,16.875,,
North Branch,event,,2011-07-23 00:00:00,2011-07-23,1,392.175,MG,392.175,,
North Branch,event,,7/27-28/11,2011-07-27,2,89.775,MG,89.775,parsed-from:7/27-28/11,
North Branch,event,,2011-07-29 00:00:00,2011-07-29,1,225.855,MG,225.855,,
North Branch,event,,8/2-3/11,2011-08-02,2,63.315,MG,63.315,parsed-from:8/2-3/11,
North Branch,event,,2011-09-26 00:00:00,2011-09-26,1,38.88,MG,38.88,,
North Branch,event,,4/5-6/10,2010-04-05,2,23.63,MG,23.63,parsed-from:4/5-6/10,
North Branch,event,,2010-04-06 00:00:00,2010-04-06,1,46.98,MG,46.98,,
North Branch,event,,2010-05-02 00:00:00,2010-05-02,1,37.13,MG,37.13,,
North Branch,event,,2010-05-13 00:00:00,2010-05-13,1,263.93,MG,263.93,,
North Branch,event,,2010-06-02 00:00:00,2010-06-02,1,136.49,MG,136.49,,
North Branch,event,,2010-06-15 00:00:00,2010-06-15,1,44.01,MG,44.01,,
North Branch,event,,6/18-19/10,2010-06-18,2,29.3,MG,29.3,parsed-from:6/18-19/10,
North Branch,event,,6/23-24/10,2010-06-23,2,136.22,MG,136.22,parsed-from:6/23-24/10,
North Branch,event,,2010-06-26 00:00:00,2010-06-26,1,35.64,MG,35.64,,
North Branch,event,,2010-06-27 00:00:00,2010-06-27,1,35.64,MG,35.64,,
North Branch,event,,7/24-25/10,2010-07-24,2,575.91,MG,575.91,parsed-from:7/24-25/10,
North Branch,event,,2010-07-31 00:00:00,2010-07-31,1,79.92,MG,79.92,,
North Branch,event,,2010-08-04 00:00:00,2010-08-04,1,104.895,MG,104.895,,
North Branch,event,,2010-11-22 00:00:00,2010-11-22,1,106.52,MG,106.52,,
North Branch,event,,2010-12-31 00:00:00,2010-12-31,1,32.535,MG,32.535,,
North Branch,event,,2/26-27/09,2009-02-26,2,394.47,MG,394.47,parsed-from:2/26-27/09,
North Branch,event,,3/7-3/9/09,2009-03-07,3,604.935,MG,604.935,parsed-from:3/7-3/9/09,
North Branch,event,,2009-03-10 00:00:00,2009-03-10,1,200.745,MG,200.745,,
North Branch,event,,2009-03-29 00:00:00,2009-03-29,1,38.205,MG,38.205,,
North Branch,event,,2009-03-31 00:00:00,2009-03-31,1,34.02,MG,34.02,,
North Branch,event,,4/27-28/09,2009-04-27,2,103.815,MG,103.815,parsed-from:4/27-28/09,
North Branch,event,,2009-04-30 00:00:00,2009-04-30,1,43.605,MG,43.605,,
North Branch,event,,5/6-7/09,2009-05-06,2,17.145,MG,17.145,parsed-from:5/6-7/09,
North Branch,event,,5/13-14/09,2009-05-13,2,13.23,MG,13.23,parsed-from:5/13-14/09,
North Branch,event,,5/26-27/09,2009-05-26,2,82.215,MG,82.215,parsed-from:5/26-27/09,
North Branch,event,,6/16-17/09,2009-06-16,2,100.58,MG,100.58,parsed-from:6/16-17/09,
North Branch,event,,6/19-20/09,2009-06-19,2,641.655,MG,641.655,parsed-from:6/19-20/09,
North Branch,event,,2009-06-20 00:00:00,2009-06-20,1,44.01,MG,44.01,,
North Branch,event,,2009-08-27 00:00:00,2009-08-27,1,68.04,MG,68.04,,
North Branch,event,,10/22-23/09,2009-10-22,2,300.51,MG,300.51,parsed-from:10/22-23/09,
North Branch,event,,2009-10-30 00:00:00,2009-10-30,1,88.83,MG,88.83,,
North Branch,event,,2009-10-30 00:00:00,2009-10-30,1,54.81,MG,54.81,,
North Branch,event,,2009-10-30 00:00:00,2009-10-30,1,262.44,MG,262.44,,
North Branch,event,,2009-12-25 00:00:00,2009-12-25,1,168.35,MG,168.35,,
North Branch,event,,2008-01-08 00:00:00,2008-01-08,1,106.79,MG,106.79,,
North Branch,event,,2008-02-17 00:00:00,2008-02-17,1,155.66,MG,155.66,,
North Branch,event,,2008-03-03 00:00:00,2008-03-03,1,39.69,MG,39.69,,
North Branch,event,,2008-04-10 00:00:00,2008-04-10,1,71.82,MG,71.82,,
North Branch,event,,2008-05-11 00:00:00,2008-05-11,1,55.89,MG,55.89,,
North Branch,event,,2008-06-09 00:00:00,2008-06-09,1,72.5,MG,72.5,,
North Branch,event,,2008-07-12 00:00:00,2008-07-12,1,13.64,MG,13.64,,
North Branch,event,,2008-07-19 00:00:00,2008-07-19,1,100.58,MG,100.58,,
North Branch,event,,2008-07-20 00:00:00,2008-07-20,1,66.69,MG,66.69,,
North Branch,event,,8/4-5/08,2008-08-04,2,199.94,MG,199.94,parsed-from:8/4-5/08,
North Branch,event,,9/4-5/08,2008-09-04,2,377.33,MG,377.33,parsed-from:9/4-5/08,
North Branch,event,,2008-09-08 00:00:00,2008-09-08,1,50.9,MG,50.9,,
North Branch,event,,9/13-15/08,2008-09-13,3,1348.92,MG,1348.92,parsed-from:9/13-15/08,
North Branch,event,,2008-10-07 00:00:00,2008-10-07,1,18.23,MG,18.23,,
North Branch,event,,2008-12-09 00:00:00,2008-12-09,1,60.75,MG,60.75,,
North Branch,event,,12/27-28/08,2008-12-27,2,781.11,MG,781.11,parsed-from:12/27-28/08,
North Branch,event,,2007-01-04 00:00:00,2007-01-04,1,44.28,MG,44.28,,
North Branch,event,,2007-03-01 00:00:00,2007-03-01,1,46.58,MG,46.58,,
North Branch,event,,2007-04-25 00:00:00,2007-04-25,1,59.13,MG,59.13,,
North Branch,event,,2007-04-26 00:00:00,2007-04-26,1,23.085,MG,23.085,,
North Branch,event,,2007-06-26 00:00:00,2007-06-26,1,64.53,MG,64.53,,
North Branch,event,,2007-06-27 00:00:00,2007-06-27,1,13.5,MG,13.5,,
North Branch,event,,7/18-19/07,2007-07-18,2,41.72,MG,41.72,parsed-from:7/18-19/07,
North Branch,event,,2007-08-05 00:00:00,2007-08-05,1,56.57,MG,56.57,,
North Branch,event,,2007-08-07 00:00:00,2007-08-07,1,142.7,MG,142.7,,
North Branch,event,,2007-08-08 00:00:00,2007-08-08,1,38.34,MG,38.34,,
North Branch,event,,2007-08-19 00:00:00,2007-08-19,1,58.86,MG,58.86,,
North Branch,event,,8/19-20/07,2007-08-19,2,279.18,MG,279.18,parsed-from:8/19-20/07,
North Branch,event,,2007-08-20 00:00:00,2007-08-20,1,29.16,MG,29.16,,
North Branch,event,,8/22-23/07,2007-08-22,2,112.86,MG,112.86,parsed-from:8/22-23/07,
North Branch,event,,8/23-24/07,2007-08-23,2,416.21,MG,416.21,parsed-from:8/23-24/07,
North Branch,event,,2006-02-16 00:00:00,2006-02-16,1,26.46,MG,26.46,,
North Branch,event,,2006-03-13 00:00:00,2006-03-13,1,132.165,MG,132.165,,
North Branch,event,,2006-04-03 00:00:00,2006-04-03,1,79.515,MG,79.515,,
North Branch,event,,4/16-17/06,2006-04-16,2,93.96000000000001,MG,93.96,parsed-from:4/16-17/06,
North Branch,event,,2006-06-10 00:00:00,2006-06-10,1,73.845,MG,73.845,,
North Branch,event,,2006-06-26 00:00:00,2006-06-26,1,33.345,MG,33.345,,
North Branch,event,,2006-07-20 00:00:00,2006-07-20,1,86.535,MG,86.535,,
North Branch,event,,8/2-3/06,2006-08-02,2,115.695,MG,115.695,parsed-from:8/2-3/06,
North Branch,event,,2006-08-28 00:00:00,2006-08-28,1,38.61,MG,38.61,,
North Branch,event,,2006-08-29 00:00:00,2006-08-29,1,24.705,MG,24.705,,
North Branch,event,,10/02-03/06,2006-10-02,2,210.47,MG,210.47,parsed-from:10/02-03/06,
North Branch,event,,2006-10-17 00:00:00,2006-10-17,1,11.75,MG,11.75,,
North Branch,event,,2006-11-10 00:00:00,2006-11-10,1,20.25,MG,20.25,,
North Branch,event,,11/29-30/06,2006-11-29,2,162.27,MG,162.27,parsed-from:11/29-30/06,
North Branch,event,,2006-12-22 00:00:00,2006-12-22,1,128.66,MG,128.66,,
North Branch,event,,1/12-13/05,2005-01-12,2,468.315,MG,468.315,parsed-from:1/12-13/05,
North Branch,event,,2005-03-30 00:00:00,2005-03-30,1,18.765,MG,18.765,,
North Branch,event,,2005-07-26 00:00:00,2005-07-26,1,10.53,MG,10.53,,
North Branch,event,,2005-08-20 00:00:00,2005-08-20,1,116.1,MG,116.1,,
North Branch,event,,3/4-5/04,2004-03-04,2,239.085,MG,239.085,parsed-from:3/4-5/04,
North Branch,event,,2004-05-14 00:00:00,2004-05-14,1,32.13,MG,32.13,,
North Branch,event,,2004-05-22 00:00:00,2004-05-22,1,50.895,MG,50.895,,
North Branch,event,,5/22-23/04,2004-05-22,2,37.8,MG,37.8,parsed-from:5/22-23/04,
North Branch,event,,2004-05-30 00:00:00,2004-05-30,1,81.675,MG,81.675,,
North Branch,event,,5/30-31/04,2004-05-30,2,110.97,MG,110.97,parsed-from:5/30-31/04,
North Branch,event,,6/10-11/04,2004-06-10,2,164.43,MG,164.43,parsed-from:6/10-11/04,
North Branch,event,,2004-06-12 00:00:00,2004-06-12,1,20.925,MG,20.925,,
North Branch,event,,2004-06-12 00:00:00,2004-06-12,1,19.305,MG,19.305,,
North Branch,event,,2004-07-04 00:00:00,2004-07-04,1,26.865,MG,26.865,,
North Branch,event,,2004-08-04 00:00:00,2004-08-04,1,35.775,MG,35.775,,
North Branch,event,,2004-08-28 00:00:00,2004-08-28,1,198.315,MG,198.315,,
North Branch,event,,2004-11-01 00:00:00,2004-11-01,1,50.625,MG,50.625,,
North Branch,event,,2004-11-04 00:00:00,2004-11-04,1,54.27,MG,54.27,,
North Branch,event,,2004-12-07 00:00:00,2004-12-07,1,57.375,MG,57.375,,
North Branch,event,,2003-04-04 00:00:00,2003-04-04,1,106.38,MG,106.38,,
North Branch,event,,4/30 - 5/1/03,2003-04-30,2,376.69,MG,376.69,parsed-from:4/30 - 5/1/03,
North Branch,event,,5/4-5/03,2003-05-04,2,187.77,MG,187.77,parsed-from:5/4-5/03,
North Branch,event,,2003-05-09 00:00:00,2003-05-09,1,175.095,MG,175.095,,
North Branch,event,,2003-05-10 00:00:00,2003-05-10,1,12.69,MG,12.69,,
North Branch,event,,5/10-11/03,2003-05-10,2,124.875,MG,124.875,parsed-from:5/10-11/03,
North Branch,event,,2003-05-11 00:00:00,2003-05-11,1,17.415,MG,17.415,,
North Branch,event,,2003-07-06 00:00:00,2003-07-06,1,52.65,MG,52.65,,
North Branch,event,,2003-07-15 00:00:00,2003-07-15,1,59.92,MG,59.92,,
North Branch,event,,2003-07-17 00:00:00,2003-07-17,1,89.91,MG,89.91,,
North Branch,event,,2003-08-03 00:00:00,2003-08-03,1,110.7,MG,110.7,,
North Branch,event,,2003-11-03 00:00:00,2003-11-03,1,57.24,MG,57.24,,
North Branch,event,,11/4-5/03,2003-11-04,2,172.395,MG,172.395,parsed-from:11/4-5/03,
North Branch,event,,2003-11-18 00:00:00,2003-11-18,1,129.87,MG,129.87,,
North Branch,event,,2002-03-09 00:00:00,2002-03-09,1,48.195,MG,48.195,,
North Branch,event,,4/8-9/02,2002-04-08,2,75.735,MG,75.735,parsed-from:4/8-9/02,
North Branch,event,,5/11-12/02,2002-05-11,2,358.425,MG,358.425,parsed-from:5/11-12/02,
