station,row_type,year_raw,date_raw,date_iso,span_days,volume_raw,unit,volume_mg,flags,note
Racine Avenue,event,,2009-10-26 00:00:00,2009-10-26,1,84.98,MG,84.98,,
Racine Avenue,event,,10/30-31/09,2009-10-30,2,1173.5,MG,1173.5,parsed-from:10/30-31/09,
Racine Avenue,event,,2009-12-09 00:00:00,2009-12-09,1,44.5,MG,44.5,,
Racine Avenue,event,,2009-12-25 00:00:00,2009-12-25,1,311.66,MG,311.66,,
Racine Avenue,event,,2009-12-25 00:00:00,2009-12-25,1,121.23,MG,121.23,,
Racine Avenue,event,,1/8/08,2008-01-08,1,480.10,MG,480.1,,
Racine Avenue,event,,2/17-18/08,2008-02-17,2,603.53,MG,603.53,parsed-from:2/17-18/08,
Racine Avenue,event,,4/10/08,2008-04-10,1,124.60,MG,124.6,,
Racine Avenue,event,,2008-05-11 00:00:00,2008-05-11,1,222.72,MG,222.72,,
Racine Avenue,event,,2008-06-09 00:00:00,2008-06-09,1,203.37,MG,203.37,,
Racine Avenue,event,,2008-07-12 00:00:00,2008-07-12,1,73.86,MG,73.86,,
Racine Avenue,event,,2008-07-20 00:00:00,2008-07-20,1,348.06,MG,348.06,,
Racine Avenue,event,,2008-08-04 00:00:00,2008-08-04,1,4.94,MG,4.94,,
Racine Avenue,event,,2008-08-05 00:00:00,2008-08-05,1,127.93,MG,127.93,,
Racine Avenue,event,,9/4-5/08,2008-09-04,2,1169.88,MG,1169.88,parsed-from:9/4-5/08,
Racine Avenue,event,,2008-09-08 00:00:00,2008-09-08,1,176.36,MG,176.36,,
Racine Avenue,event,,9/13-15/08,2008-09-13,3,4018.59,MG,4018.59,parsed-from:9/13-15/08,
Racine Avenue,event,,2008-10-07 00:00:00,2008-10-07,1,101.05,MG,101.05,,
Racine Avenue,event,,2008-12-09 00:00:00,2008-12-09,1,174.87,MG,174.87,,
Racine Avenue,event,,12/27-29/08,2008-12-27,3,3138.49,MG,3138.49,parsed-from:12/27-29/08,
Racine Avenue,event,,1/4-5/07,2007-01-04,2,262.71,MG,262.71,parsed-from:1/4-5/07,
Racine Avenue,event,,2007-02-25 00:00:00,2007-02-25,1,70.87,MG,70.87,,
Racine Avenue,event,,2007-03-01 00:00:00,2007-03-01,1,147.2,MG,147.2,,
Racine Avenue,event,,2007-03-21 00:00:00,2007-03-21,1,79.7,MG,79.7,,
Racine Avenue,event,,4/25-26/07,2007-04-25,2,483.27,MG,483.27,parsed-from:4/25-26/07,
Racine Avenue,event,,2007-06-27 00:00:00,2007-06-27,1,11.67,MG,11.67,,
Racine Avenue,event,,2007-07-04 00:00:00,2007-07-04,1,52.76,MG,52.76,,
Racine Avenue,event,,7/18-19/07,2007-07-18,2,261.91,MG,261.91,parsed-from:7/18-19/07,
Racine Avenue,event,,7/26/07,2007-07-26,1,572.76,MG,572.76,,
Racine Avenue,event,,8/5/07,2007-08-05,1,140.12,MG,140.12,,
Racine Avenue,event,,8/19-20/07,2007-08-19,2,751.94,MG,751.94,parsed-from:8/19-20/07,
Racine Avenue,event,,8/22-25/07,2007-08-22,4,2478.73,MG,2478.73,parsed-from:8/22-25/07,
Racine Avenue,event,,2006-02-16 00:00:00,2006-02-16,1,105.52,MG,105.52,,
Racine Avenue,event,,2006-03-13 00:00:00,2006-03-13,1,268.38,MG,268.38,,
Racine Avenue,event,,4/16-17/06,2006-04-16,2,232.04,MG,232.04,parsed-from:4/16-17/06,
Racine Avenue,event,,2006-06-10 00:00:00,2006-06-10,1,238.34,MG,238.34,,
Racine Avenue,event,,2006-07-20 00:00:00,2006-07-20,1,432.14,MG,432.14,,
Racine Avenue,event,,8/2-3/06,2006-08-02,2,655.04,MG,655.04,parsed-from:8/2-3/06,
Racine Avenue,event,,2006-08-28 00:00:00,2006-08-28,1,204.77,MG,204.77,,
Racine Avenue,event,,2006-09-11 00:00:00,2006-09-11,1,162.35,MG,162.35,,
Racine Avenue,event,,2006-09-12 00:00:00,2006-09-12,1,108.88,MG,108.88,,
Racine Avenue,event,,2006-09-13 00:00:00,2006-09-13,1,505.84,MG,505.84,,
Racine Avenue,event,,10/02-03/06,2006-10-02,2,1172.4,MG,1172.4,parsed-from:10/02-03/06,
Racine Avenue,event,,2006-10-17 00:00:00,2006-10-17,1,168.82,MG,168.82,,
Racine Avenue,event,,11/10-11/06,2006-11-10,2,140.31,MG,140.31,parsed-from:11/10-11/06,
Racine Avenue,event,,11/29-30/06,2006-11-29,2,479.12,MG,479.12,parsed-from:11/29-30/06,
Racine Avenue,event,,2006-12-22 00:00:00,2006-12-22,1,394.62,MG,394.62,,
Racine Avenue,event,,2005-01-12 00:00:00,2005-01-12,1,146.82,MG,146.82,,
Racine Avenue,event,,1/12-14/05,2005-01-12,3,992.36,MG,992.36,parsed-from:1/12-14/05,
Racine Avenue,event,,3/30-31/05,2005-03-30,2,96.33,MG,96.33,parsed-from:3/30-31/05,
Racine Avenue,event,,7/26-27/05,2005-07-26,2,146.6,MG,146.6,parsed-from:7/26-27/05,
Racine Avenue,event,,2005-08-20 00:00:00,2005-08-20,1,92.49,MG,92.49,,
Racine Avenue,event,,2004-03-04 00:00:00,2004-03-04,1,200.24,MG,200.24,,
Racine Avenue,event,,2004-03-05 00:00:00,2004-03-05,1,430.93,MG,430.93,,
Racine Avenue,event,,2004-05-14 00:00:00,2004-05-14,1,226.27,MG,226.27,,
Racine Avenue,event,,5/22-23/04,2004-05-22,2,97.2,MG,97.2,parsed-from:5/22-23/04,
Racine Avenue,event,,5/30-31/04,2004-05-30,2,588.95,MG,588.95,parsed-from:5/30-31/04,
Racine Avenue,event,,6/10-11/04,2004-06-10,2,330.83,MG,330.83,parsed-from:6/10-11/04,
Racine Avenue,event,,2004-06-12 00:00:00,2004-06-12,1,29,MG,29,,
Racine Avenue,event,,7/3-4/04,2004-07-03,2,339.9,MG,339.9,parsed-from:7/3-4/04,
Racine Avenue,event,,2004-08-04 00:00:00,2004-08-04,1,231.93,MG,231.93,,
Racine Avenue,event,,2004-08-28 00:00:00,2004-08-28,1,555.69,MG,555.69,,
Racine Avenue,event,,2004-11-01 00:00:00,2004-11-01,1,179.24,MG,179.24,,
Racine Avenue,event,,2004-11-04 00:00:00,2004-11-04,1,195.91,MG,195.91,,
Racine Avenue,event,,2004-12-07 00:00:00,2004-12-07,1,262.45,MG,262.45,,
Racine Avenue,event,,2003-04-04 00:00:00,2003-04-04,1,480.79,MG,480.79,,
Racine Avenue,event,,2003-04-05 00:00:00,2003-04-05,1,4.49,MG,4.49,,
Racine Avenue,event,,2003-05-01 00:00:00,2003-05-01,1,437.16,MG,437.16,,
Racine Avenue,event,,2003-05-01 00:00:00,2003-05-01,1,202.5,MG,202.5,,
Racine Avenue,event,,2003-05-04 00:00:00,2003-05-04,1,94.1,MG,94.1,,
Racine Avenue,event,,2003-05-05 00:00:00,2003-05-05,1,329.35,MG,329.35,,
Racine Avenue,event,,2003-05-09 00:00:00,2003-05-09,1,568.97,MG,568.97,,
Racine Avenue,event,,2003-05-10 00:00:00,2003-05-10,1,12.01,MG,12.01,,
Racine Avenue,event,,2003-05-11 00:00:00,2003-05-11,1,124.54,MG,124.54,,
Racine Avenue,event,,2003-07-15 00:00:00,2003-07-15,1,273.2,MG,273.2,,
Racine Avenue,event,,2003-07-17 00:00:00,2003-07-17,1,456.63,MG,456.63,,
Racine Avenue,event,,2003-07-18 00:00:00,2003-07-18,1,183.05,MG,183.05,,
Racine Avenue,event,,2003-08-03 00:00:00,2003-08-03,1,65.92,MG,65.92,,
Racine Avenue,event,,2003-10-14 00:00:00,2003-10-14,1,118.54,MG,118.54,,
Racine Avenue,event,,2003-11-03 00:00:00,2003-11-03,1,250.24,MG,250.24,,
Racine Avenue,event,,2003-11-04 00:00:00,2003-11-04,1,157.67,MG,157.67,,
Racine Avenue,event,,2003-11-05 00:00:00,2003-11-05,1,144.07,MG,144.07,,
Racine Avenue,event,,2002-03-09 00:00:00,2002-03-09,1,184.15,MG,184.15,,
Racine Avenue,event,,4/8-9/02,2002-04-08,2,297.34,MG,297.34,parsed-from:4/8-9/02,
Racine Avenue,event,,5/11-12/02,2002-05-11,2,1254.02,MG,1254.02,parsed-from:5/11-12/02,
Racine Avenue,event,,4/8-9/02,2002-04-08,2,176.4,MG,176.4,parsed-from:4/8-9/02,
Racine Avenue,event,,5/11-12/02,2002-05-11,2,62.27,MG,62.27,parsed-from:5/11-12/02,
Racine Avenue,event,,2002-06-10 00:00:00,2002-06-10,1,269.59,MG,269.59,,
Racine Avenue,event,,2002-06-11 00:00:00,2002-06-11,1,38.17,MG,38.17,,
Racine Avenue,event,,2002-07-09 00:00:00,2002-07-09,1,90.61,MG,90.61,,
Racine Avenue,event,,2002-08-22 00:00:00,2002-08-22,1,1275.04,MG,1275.04,,
Racine Avenue,event,,2002-08-23 00:00:00,2002-08-23,1,118.99,MG,118.99,,
Racine Avenue,event,,8/13-14/02,2002-08-13,2,198.6,MG,198.6,parsed-from:8/13-14/02,
Racine Avenue,event,,2/8-9/01,2001-02-08,2,607.64,MG,607.64,parsed-from:2/8-9/01,
Racine Avenue,event,,2/24-25/01,2001-02-24,2,388.97,MG,388.97,parsed-from:2/24-25/01,
Racine Avenue,event,,2001-04-06 00:00:00,2001-04-06,1,188.74,MG,188.74,,
Racine Avenue,event,,5/26-27/01,2001-05-26,2,431.9,MG,431.9,parsed-from:5/26-27/01,
Racine Avenue,event,,2001-06-12 00:00:00,2001-06-12,1,320.66,MG,320.66,,
Racine Avenue,event,,2001-07-23 00:00:00,2001-07-23,1,268.73,MG,268.73,,
Racine Avenue,event,,2001-07-25 00:00:00,2001-07-25,1,455.35,MG,455.35,,
Racine Avenue,event,,8/2-3/01,2001-08-02,2,1185.44,MG,1185.44,parsed-from:8/2-3/01,
Racine Avenue,event,,2001-08-07 00:00:00,2001-08-07,1,94.26,MG,94.26,,
Racine Avenue,event,,8/9-10/01,2001-08-09,2,102.14,MG,102.14,parsed-from:8/9-10/01,
Racine Avenue,event,,2001-08-25 00:00:00,2001-08-25,1,485.23,MG,485.23,,
Racine Avenue,event,,2001-08-31 00:00:00,2001-08-31,1,242.93,MG,242.93,,
Racine Avenue,event,,2001-09-19 00:00:00,2001-09-19,1,397.34,MG,397.34,,
Racine Avenue,event,,9/20-21/01,2001-09-20,2,390.33,MG,390.33,parsed-from:9/20-21/01,
Racine Avenue,event,,2005-09-23 00:00:00,2005-09-23,1,276.48,MG,276.48,,
Racine Avenue,event,,10/4-5/01,2001-10-04,2,393.59,MG,393.59,parsed-from:10/4-5/01,
Racine Avenue,event,,2001-10-12 00:00:00,2001-10-12,1,256.97,MG,256.97,,
Racine Avenue,event,,10/13-14/01,2001-10-13,2,1144.9,MG,1144.9,parsed-from:10/13-14/01,
Racine Avenue,event,,2001-10-14 00:00:00,2001-10-14,1,29.4,MG,29.4,,
Racine Avenue,event,,2001-10-23 00:00:00,2001-10-23,1,156.41,MG,156.41,,
Racine Avenue,event,,2001-10-24 00:00:00,2001-10-24,1,223.71,MG,223.71,,
Racine Avenue,event,,4/16-17/00,2000-04-16,2,227,MG,227,parsed-from:4/16-17/00,
Racine Avenue,event,,2000-04-19 00:00:00,2000-04-19,1,181.1,MG,181.1,,
Racine Avenue,event,,4/20-21/00,2000-04-20,2,1836,MG,1836,parsed-from:4/20-21/00,
Racine Avenue,event,,2000-05-09 00:00:00,2000-05-09,1,228,MG,228,,
Racine Avenue,event,,5/9-10/00,2000-05-09,2,209.3,MG,209.3,parsed-from:5/9-10/00,
Racine Avenue,event,,2000-05-12 00:00:00,2000-05-12,1,52.4,MG,52.4,,
Racine Avenue,event,,2000-05-28 00:00:00,2000-05-28,1,190,MG,190,,
Racine Avenue,event,,2000-06-13 00:00:00,2000-06-13,1,109.8,MG,109.8,,
Racine Avenue,event,,2000-06-14 00:00:00,2000-06-14,1,365.6,MG,365.6,,
Racine Avenue,event,,6/24-25/00,2000-06-24,2,280.2,MG,280.2,parsed-from:6/24-25/00,
Racine Avenue,event,,2000-07-03 00:00:00,2000-07-03,1,648.27,MG,648.27,,
Racine Avenue,event,,2000-07-10 00:00:00,2000-07-10,1,353.79,MG,353.79,,
Racine Avenue,event,,2000-08-06 00:00:00,2000-08-06,1,152.68,MG,152.68,,
Racine Avenue,event,,2000-08-17 00:00:00,2000-08-17,1,60.5,MG,60.5,,
Racine Avenue,event,,9/11-12/00,2000-09-11,2,1321.1,MG,1321.1,parsed-from:9/11-12/00,
Racine Avenue,event,,2000-10-04 00:00:00,2000-10-04,1,297,MG,297,,
Racine Avenue,event,,2000-11-09 00:00:00,2000-11-09,1,175.63,MG,175.63,,
Westchester,event,2025,2025-01-31 00:00:00,2025-01-31,1,445500,Gal,0.4455,,
Westchester,event,,2025-04-02 00:00:00,2025-04-02,1,40500,Gal,0.0405,,
Westchester,event,2024,2024-01-12 00:00:00,2024-01-12,1,40500,Gal,0.0405,,
Westchester,event,,2024-01-26 00:00:00,2024-01-26,1,40500,Gal,0.0405,,
Westchester,event,,2024-03-08 00:00:00,2024-03-08,1,32000,Gal,0.032,,
Westchester,event,,2024-04-29 00:00:00,2024-04-29,1,170100,Gal,0.1701,,
Westchester,event,,2024-06-23 00:00:00,2024-06-23,1,96000,Gal,0.096,,
Westchester,event,,2024-07-14 00:00:00,2024-07-14,1,512000,Gal,0.512,,
Westchester,event,,7/14-15/24,2024-07-14,2,288000,Gal,0.288,parsed-from:7/14-15/24,
Westchester,event,,2024-08-27 00:00:00,2024-08-27,1,81000,Gal,0.081,,
Westchester,event,2023,2023-01-03 00:00:00,2023-01-03,1,48600,Gal,0.0486,,
Westchester,event,,2023-02-09 00:00:00,2023-02-09,1,32000,Gal,0.032,,
Westchester,event,,2023-02-22 00:00:00,2023-02-22,1,81000,Gal,0.081,,
Westchester,event,,2023-02-27 00:00:00,2023-02-27,1,307800,Gal,0.3078,,
Westchester,event,,2023-07-02 00:00:00,2023-07-02,1,1182600,Gal,1.1826,,
Westchester,event,,2023-07-05 00:00:00,2023-07-05,1,364500,Gal,0.3645,,
Westchester,event,,7/28-29/23,2023-07-28,2,295200,Gal,0.2952,parsed-from:7/28-29/23,
Westchester,event,,2023-08-14 00:00:00,2023-08-14,1,356400,Gal,0.3564,,
Westchester,event,,2023-09-17 00:00:00,2023-09-17,1,1028700,Gal,1.0287,,
Westchester,event,2022,2/16-17/22,2022-02-16,2,494100,Gal,0.4941,parsed-from:2/16-17/22,
Westchester,event,,2022-02-22 00:00:00,2022-02-22,1,170100,Gal,0.1701,,
Westchester,event,,3/30-31/22,2022-03-30,2,388800,Gal,0.3888,parsed-from:3/30-31/22,
Westchester,event,,2022-04-06 00:00:00,2022-04-06,1,40500,Gal,0.0405,,
Westchester,event,,2022-04-30 00:00:00,2022-04-30,1,153900,Gal,0.1539,,
Westchester,event,,2022-05-03 00:00:00,2022-05-03,1,777600,Gal,0.7776,,
Westchester,event,,2022-07-05 00:00:00,2022-07-05,1,494100,Gal,0.4941,,
Westchester,event,,2022-07-23 00:00:00,2022-07-23,1,882900,Gal,0.8829,,
Westchester,event,,2022-09-11 00:00:00,2022-09-11,1,928000,Gal,0.928,,
Westchester,event,,12/14-15/22,2022-12-14,2,129600,Gal,0.1296,parsed-from:12/14-15/22,
Westchester,event,2021,2021-06-12 00:00:00,2021-06-12,1,523500,Gal,0.5235,,
Westchester,event,,2021-06-21 00:00:00,2021-06-21,1,40500,Gal,0.0405,,
Westchester,event,,2021-06-25 00:00:00,2021-06-25,1,324000,Gal,0.324,,
Westchester,event,,6/26-27/21,2021-06-26,2,2835000,Gal,2.835,parsed-from:6/26-27/21,
Westchester,event,,2021-07-24 00:00:00,2021-07-24,1,96000,Gal,0.096,,
Westchester,event,,2021-10-11 00:00:00,2021-10-11,1,32000,Gal,0.032,,
Westchester,event,,10/24-25/21,2021-10-24,2,256000,Gal,0.256,parsed-from:10/24-25/21,
Westchester,event,,2021-10-25 00:00:00,2021-10-25,1,408200,Gal,0.4082,,
Westchester,event,2020,2020-03-28 00:00:00,2020-03-28,1,32000,Gal,0.032,,
Westchester,event,,4/28-30/20,2020-04-28,3,2430000,Gal,2.43,parsed-from:4/28-30/20,
Westchester,event,,2020-05-14 00:00:00,2020-05-14,1,324000,Gal,0.324,,
Westchester,event,,2020-05-15 00:00:00,2020-05-15,1,1620000,Gal,1.62,,
Westchester,event,,5/17-19/20,2020-05-17,3,22599000,Gal,22.599,parsed-from:5/17-19/20,
Westchester,event,,2020-06-26 00:00:00,2020-06-26,1,567000,Gal,0.567,,
Westchester,event,,7/9-10/20,2020-07-09,2,162000,Gal,0.162,parsed-from:7/9-10/20,
Westchester,event,,2020-10-22 00:00:00,2020-10-22,1,384000,Gal,0.384,,
Westchester,event,,2020-12-12 00:00:00,2020-12-12,1,421000,Gal,0.421,,
Westchester,event,2019,2019-02-07 00:00:00,2019-02-07,1,81000,Gal,0.081,,
Westchester,event,,2019-02-23 00:00:00,2019-02-23,1,81000,Gal,0.081,,
Westchester,event,,2019-04-29 00:00:00,2019-04-29,1,729000,Gal,0.729,,
Westchester,event,,2019-04-30 00:00:00,2019-04-30,1,4634000,Gal,4.634,,
Westchester,event,,2019-05-02 00:00:00,2019-05-02,1,64000,Gal,0.064,,
Westchester,event,,2019-05-09 00:00:00,2019-05-09,1,162000,Gal,0.162,,
Westchester,event,,2019-05-22 00:00:00,2019-05-22,1,81000,Gal,0.081,,
Westchester,event,,5/27-28/2019,2019-05-27,2,2430000,Gal,2.43,parsed-from:5/27-28/2019,
Westchester,event,,5/28-29/19,2019-05-28,2,243000,Gal,0.243,parsed-from:5/28-29/19,
Westchester,event,,2019-06-23 00:00:00,2019-06-23,1,32000,Gal,0.032,,
Westchester,event,,2019-07-02 00:00:00,2019-07-02,1,192000,Gal,0.192,,
Westchester,event,,2019-07-03 00:00:00,2019-07-03,1,780000,Gal,0.78,,
Westchester,event,,2019-07-18 00:00:00,2019-07-18,1,567000,Gal,0.567,,
Westchester,event,,2019-08-18 00:00:00,2019-08-18,1,405000,Gal,0.405,,
Westchester,event,,2019-08-26 00:00:00,2019-08-26,1,81000,Gal,0.081,,
Westchester,event,,2019-09-13 00:00:00,2019-09-13,1,324000,Gal,0.324,,
Westchester,event,,2019-09-22 00:00:00,2019-09-22,1,32000,Gal,0.032,,
Westchester,event,,2019-09-28 00:00:00,2019-09-28,1,405000,Gal,0.405,,
Westchester,event,,2019-09-28 00:00:00,2019-09-28,1,64000,Gal,0.064,,
Westchester,event,,2019-10-03 00:00:00,2019-10-03,1,810000,Gal,0.81,,
Westchester,event,,10/26-27/19,2019-10-26,2,2187000,Gal,2.187,parsed-from:10/26-27/19,
Westchester,event,2018,2/20-21/18,2018-02-20,2,6237000,Gal,6.237,parsed-from:2/20-21/18,
Westchester,event,,2018-04-15 00:00:00,2018-04-15,1,81000,Gal,0.081,,
Westchester,event,,2018-05-03 00:00:00,2018-05-03,1,243000,Gal,0.243,,
Westchester,event,,5/14-15/18,2018-05-14,2,891000,Gal,0.891,parsed-from:5/14-15/18,
Westchester,event,,2018-05-21 00:00:00,2018-05-21,1,648000,Gal,0.648,,
Westchester,event,,2018-05-30 00:00:00,2018-05-30,1,81000,Gal,0.081,,
Westchester,event,,2018-06-16 00:00:00,2018-06-16,1,81000,Gal,0.081,,
Westchester,event,,6/21-22/18,2018-06-21,2,3402000,Gal,3.402,parsed-from:6/21-22/18,
Westchester,event,,2018-08-20 00:00:00,2018-08-20,1,405000,Gal,0.405,,
Westchester,event,,2018-09-01 00:00:00,2018-09-01,1,40500,Gal,0.0405,,
Westchester,event,,2018-09-03 00:00:00,2018-09-03,1,40500,Gal,0.0405,,
Westchester,event,,2018-09-06 00:00:00,2018-09-06,1,81000,Gal,0.081,,
Westchester,event,,10/1-2/2018,2018-10-01,2,324000,Gal,0.324,parsed-from:10/1-2/2018,
Westchester,event,,2018-12-02 00:00:00,2018-12-02,1,324000,Gal,0.324,,
Westchester,event,2017,2017-01-17 00:00:00,2017-01-17,1,192000,Gal,0.192,,
Westchester,event,,2/28-3/1/2017,2017-02-28,2,729000,Gal,0.729,parsed-from:2/28-3/1/2017,
Westchester,event,,2017-03-30 00:00:00,2017-03-30,1,972000,Gal,0.972,,
Westchester,event,,4/5-6/17,2017-04-05,2,192000,Gal,0.192,parsed-from:4/5-6/17,
Westchester,event,,4/29-5/1/17,2017-04-29,3,2268000,Gal,2.268,parsed-from:4/29-5/1/17,
Westchester,event,,5/10-11/17,2017-05-10,2,1134000,Gal,1.134,parsed-from:5/10-11/17,
Westchester,event,,2017-06-14 00:00:00,2017-06-14,1,243000,Gal,0.243,,
Westchester,event,,2017-07-12 00:00:00,2017-07-12,1,243000,Gal,0.243,,
Westchester,event,,2017-07-20 00:00:00,2017-07-20,1,162000,Gal,0.162,,
Westchester,event,,2017-10-11 00:00:00,2017-10-11,1,32000,Gal,0.032,,
Westchester,event,,10/14-15/17,2017-10-14,2,14337000,Gal,14.337,parsed-from:10/14-15/17,
Westchester,event,,2017-10-24 00:00:00,2017-10-24,1,96000,Gal,0.096,,
Westchester,event,2016,2016-02-02 00:00:00,2016-02-02,1,234900,Gal,0.2349,,
Westchester,event,,2016-03-24 00:00:00,2016-03-24,1,81000,Gal,0.081,,
Westchester,event,,2016-05-10 00:00:00,2016-05-10,1,97200,Gal,0.0972,,
Westchester,event,,2016-05-12 00:00:00,2016-05-12,1,1385100,Gal,1.3851,,
Westchester,event,,2016-05-13 00:00:00,2016-05-13,1,40500,Gal,0.0405,,
Westchester,event,,5/25-26/16,2016-05-25,2,923400,Gal,0.9234,parsed-from:5/25-26/16,
Westchester,event,,2016-05-31 00:00:00,2016-05-31,1,40500,Gal,0.0405,,
Westchester,event,,2016-06-22 00:00:00,2016-06-22,1,64000,Gal,0.064,,
Westchester,event,,7/23-24/16,2016-07-23,2,162000,Gal,0.162,parsed-from:7/23-24/16,
Westchester,event,,2016-08-18 00:00:00,2016-08-18,1,81000,Gal,0.081,,
Westchester,event,,2016-08-20 00:00:00,2016-08-20,1,243000,Gal,0.243,,
Westchester,event,,2016-08-27 00:00:00,2016-08-27,1,567000,Gal,0.567,,
Westchester,event,,2016-09-07 00:00:00,2016-09-07,1,32000,Gal,0.032,,
Westchester,event,,2016-11-28 00:00:00,2016-11-28,1,32000,Gal,0.032,,
Westchester,event,2015,2015-04-09 00:00:00,2015-04-09,1,64000,Gal,0.064,,
Westchester,event,,2015-06-14 00:00:00,2015-06-14,1,486000,Gal,0.486,,
Westchester,event,,6/15-16/15,2015-06-15,2,9396000,Gal,9.396,parsed-from:6/15-16/15,
Westchester,event,,2015-06-18 00:00:00,2015-06-18,1,160000,Gal,0.16,,
Westchester,event,,8/18-19/15,2015-08-18,2,1134000,Gal,1.134,parsed-from:8/18-19/15,
Westchester,event,,2015-09-08 00:00:00,2015-09-08,1,96000,Gal,0.096,,
Westchester,event,,2015-09-18 00:00:00,2015-09-18,1,96000,Gal,0.096,,
Westchester,event,,2015-09-19 00:00:00,2015-09-19,1,576000,Gal,0.576,,
Westchester,event,,2015-11-27 00:00:00,2015-11-27,1,"477, 900",Gal,,,
Westchester,event,,12/13-14/15,2015-12-13,2,64000,Gal,0.064,parsed-from:12/13-14/15,
Westchester,event,,12/28-29/15,2015-12-28,2,405000,Gal,0.405,parsed-from:12/28-29/15,
Westchester,event,2014,1/10-11/14,2014-01-10,2,224000,Gal,0.224,parsed-from:1/10-11/14,
Westchester,event,,2/20-21/14,2014-02-20,2,800000,Gal,0.8,parsed-from:2/20-21/14,
Westchester,event,,2014-06-11 00:00:00,2014-06-11,1,32000,Gal,0.032,,
Westchester,event,,6/18-19/14,2014-06-18,2,352000,Gal,0.352,parsed-from:6/18-19/14,
Westchester,event,,2014-06-21 00:00:00,2014-06-21,1,288000,Gal,0.288,,
Westchester,event,,2014-06-24 00:00:00,2014-06-24,1,813105,Gal,0.8131,,
Westchester,event,,6/30-7/1/14,2014-06-30,2,1223000,Gal,1.223,parsed-from:6/30-7/1/14,
Westchester,event,,2014-07-12 00:00:00,2014-07-12,1,331695,Gal,0.3317,,
Westchester,event,,2014-07-13 00:00:00,2014-07-13,1,209655,Gal,0.2097,,
