station,row_type,year_raw,date_raw,date_iso,span_days,volume_raw,unit,volume_mg,flags,note
Westchester,event,,8/4-5/14,2014-08-04,2,3888000,Gal,3.888,parsed-from:8/4-5/14,
Westchester,event,,2014-08-22 00:00:00,2014-08-22,1,8327200,Gal,8.3272,,
Westchester,event,,2014-08-23 00:00:00,2014-08-23,1,32000,Gal,0.032,,
Westchester,event,,2014-09-10 00:00:00,2014-09-10,1,113400,Gal,0.1134,,
Westchester,event,,2014-10-03 00:00:00,2014-10-03,1,388800,Gal,0.3888,,
Westchester,event,,2014-10-14 00:00:00,2014-10-14,1,64800,Gal,0.0648,,
Westchester,event,2013,1/29-30/13,2013-01-29,2,256000,Gal,0.256,parsed-from:1/29-30/13,
Westchester,event,,3/10-11/13,2013-03-10,2,823000,Gal,0.823,parsed-from:3/10-11/13,
Westchester,event,,2013-04-11 00:00:00,2013-04-11,1,96000,Gal,0.096,,
Westchester,event,,4/17-20/13,2013-04-17,4,38151000,Gal,38.151,parsed-from:4/17-20/13,
Westchester,event,,2013-05-21 00:00:00,2013-05-21,1,32000,Gal,0.032,,
Westchester,event,,2013-05-22 00:00:00,2013-05-22,1,64000,Gal,0.064,,
Westchester,event,,2013-06-01 00:00:00,2013-06-01,1,32000,Gal,0.032,,
Westchester,event,,2013-09-19 00:00:00,2013-09-19,1,128000,Gal,0.128,,
Westchester,event,,2013-10-05 00:00:00,2013-10-05,1,96000,Gal,0.096,,
Westchester,event,,2013-10-31 00:00:00,2013-10-31,1,64000,Gal,0.064,,
Westchester,event,,11/1713,2013-11-17,1,256000,Gal,0.256,parsed-from:11/1713,
Westchester,event,2012,2012-01-23 00:00:00,2012-01-23,1,32000,Gal,0.032,,
Westchester,event,,2012-07-01 00:00:00,2012-07-01,1,64000,Gal,0.064,,
Westchester,event,,2012-07-19 00:00:00,2012-07-19,1,288000,Gal,0.288,,
Westchester,event,,8/26-27/12,2012-08-26,2,736000,Gal,0.736,parsed-from:8/26-27/12,
Westchester,event,,2012-12-20 00:00:00,2012-12-20,1,32000,Gal,0.032,,
Westchester,event,2011,2/20-21/11,2011-02-20,2,160000,Gal,0.16,parsed-from:2/20-21/11,
Westchester,event,,2011-03-04 00:00:00,2011-03-04,1,64000,Gal,0.064,,
Westchester,event,,2011-04-19 00:00:00,2011-04-19,1,160000,Gal,0.16,,
Westchester,event,,2011-05-25 00:00:00,2011-05-25,1,320000,Gal,0.32,,
Westchester,event,,2011-05-26 00:00:00,2011-05-26,1,1296000,Gal,1.296,,
Westchester,event,,2011-06-09 00:00:00,2011-06-09,1,480000,Gal,0.48,,
Westchester,event,,2011-07-23 00:00:00,2011-07-23,1,3321000,Gal,3.321,,
Westchester,event,2010,2010-02-10 00:00:00,2010-02-10,1,27800,Gal,0.0278,,
Westchester,event,,2010-05-13 00:00:00,2010-05-13,1,729000,Gal,0.729,,
Westchester,event,,2010-06-02 00:00:00,2010-06-02,1,2349000,Gal,2.349,,
Westchester,event,,2010-06-05 00:00:00,2010-06-05,1,486000,Gal,0.486,,
Westchester,event,,6/23-24/10,2010-06-23,2,3888000,Gal,3.888,parsed-from:6/23-24/10,
Westchester,event,,2010-06-26 00:00:00,2010-06-26,1,243000,Gal,0.243,,
Westchester,event,,7/23-26/10,2010-07-23,4,40388000,Gal,40.388,parsed-from:7/23-26/10,
Westchester,event,,2010-07-31 00:00:00,2010-07-31,1,81000,Gal,0.081,,
Westchester,event,,2010-08-03 00:00:00,2010-08-03,1,672000,Gal,0.672,,
Westchester,event,,8/4-5/10,2010-08-04,2,256000,Gal,0.256,parsed-from:8/4-5/10,
Westchester,event,,9/2-3/10,2010-09-02,2,192000,Gal,0.192,parsed-from:9/2-3/10,
Westchester,event,,2010-11-22 00:00:00,2010-11-22,1,96000,Gal,0.096,,
Westchester,event,,2010-12-31 00:00:00,2010-12-31,1,32000,Gal,0.032,,
Westchester,event,2009,2/26-27/09,2009-02-26,2,1036885.08,Gal,1.0369,parsed-from:2/26-27/09,
Westchester,event,,3/7-10/09,2009-03-07,4,3287684,Gal,3.2877,parsed-from:3/7-10/09,
Westchester,event,,2009-04-30 00:00:00,2009-04-30,1,25290,Gal,0.0253,,
Westchester,event,,2009-05-26 00:00:00,2009-05-26,1,252899,Gal,0.2529,,
Westchester,event,,2009-05-28 00:00:00,2009-05-28,1,75870,Gal,0.0759,,
Westchester,event,,6/16-17/09,2009-06-16,2,1593262,Gal,1.5933,parsed-from:6/16-17/09,
Westchester,event,,2009-08-17 00:00:00,2009-08-17,1,160000,Gal,0.16,,
Westchester,event,,2009-08-27 00:00:00,2009-08-27,1,64000,Gal,0.064,,
Westchester,event,,2009-10-23 00:00:00,2009-10-23,1,576000,Gal,0.576,,
Westchester,event,,2009-10-30 00:00:00,2009-10-30,1,2106000,Gal,2.106,,
Westchester,event,,2009-12-25 00:00:00,2009-12-25,1,648000,Gal,0.648,,
Westchester,event,2008,2008-01-08 00:00:00,2008-01-08,1,227608.92,Gal,0.2276,,
Westchester,event,,2008-02-17 00:00:00,2008-02-17,1,126449.4,Gal,0.1264,,
Westchester,event,,2008-06-03 00:00:00,2008-06-03,1,25289.88,Gal,0.0253,,
Westchester,event,,2008-09-04 00:00:00,2008-09-04,1,177029.16,Gal,0.177,,
Westchester,event,,9/13-15/08,2008-09-13,3,5412034.32,Gal,5.412,parsed-from:9/13-15/08,
Westchester,event,,12/27-28/08,2008-12-27,2,3034785.6,Gal,3.0348,parsed-from:12/27-28/08,
Westchester,event,2007,2007-01-04 00:00:00,2007-01-04,1,25289.88,Gal,0.0253,,
Westchester,event,,2007-03-01 00:00:00,2007-03-01,1,227608.92,Gal,0.2276,,
Westchester,event,,2007-06-13 00:00:00,2007-06-13,1,24000,Gal,0.024,,
Westchester,event,,8/13-14/02,2002-08-13,2,480507.72,Gal,0.4805,parsed-from:8/13-14/02,
Westchester,event,,2007-07-26 00:00:00,2007-07-26,1,75870,Gal,0.0759,,
Westchester,event,,2007-08-05 00:00:00,2007-08-05,1,25289.88,Gal,0.0253,,
Westchester,event,,2007-08-08 00:00:00,2007-08-08,1,25289.88,Gal,0.0253,,
Westchester,event,2006,2006-01-13 00:00:00,2006-01-13,1,25289.88,Gal,0.0253,,
Westchester,event,,2006-01-29 00:00:00,2006-01-29,1,75869.64,Gal,0.0759,,
Westchester,event,,2006-02-16 00:00:00,2006-02-16,1,328768.44,Gal,0.3288,,
Westchester,event,,2006-03-09 00:00:00,2006-03-09,1,50579.76,Gal,0.0506,,
Westchester,event,,2006-03-13 00:00:00,2006-03-13,1,885145.8,Gal,0.8851,,
Westchester,event,,4/2-3/06,2006-04-02,2,1087464.84,Gal,1.0875,parsed-from:4/2-3/06,
Westchester,event,,4/16-17/06,2006-04-16,2,328768.44,Gal,0.3288,parsed-from:4/16-17/06,
Westchester,event,,5/2-3/06,2006-05-02,2,202319.04,Gal,0.2023,parsed-from:5/2-3/06,
Westchester,event,,5/11-12/06,2006-05-11,2,632247,Gal,0.6322,parsed-from:5/11-12/06,
Westchester,event,,2006-05-17 00:00:00,2006-05-17,1,429927.96,Gal,0.4299,,
Westchester,event,,2006-05-24 00:00:00,2006-05-24,1,25289.88,Gal,0.0253,,
Westchester,event,,2006-05-30 00:00:00,2006-05-30,1,101159.52,Gal,0.1012,,
Westchester,event,,2006-06-05 00:00:00,2006-06-05,1,50579.76,Gal,0.0506,,
Westchester,event,,2006-06-10 00:00:00,2006-06-10,1,682826.76,Gal,0.6828,,
Westchester,event,,2006-06-26 00:00:00,2006-06-26,1,202319.04,Gal,0.2023,,
Westchester,event,,2006-07-03 00:00:00,2006-07-03,1,50579.76,Gal,0.0506,,
Westchester,event,,2006-08-28 00:00:00,2006-08-28,1,25289.88,Gal,0.0253,,
Westchester,event,,2006-09-11 00:00:00,2006-09-11,1,126449.4,Gal,0.1264,,
Westchester,event,,2006-10-02 00:00:00,2006-10-02,1,203418.6,Gal,0.2034,,
Westchester,event,,2006-10-03 00:00:00,2006-10-03,1,1466813.04,Gal,1.4668,,
Westchester,event,,2006-10-04 00:00:00,2006-10-04,1,75869.64,Gal,0.0759,,
Westchester,event,,4/8-9/02,2002-04-08,2,25289.88,Gal,0.0253,parsed-from:4/8-9/02,
Westchester,event,,5/11-12/02,2002-05-11,2,1112754.72,Gal,1.1128,parsed-from:5/11-12/02,
Westchester,event,,12/22-23/06,2006-12-22,2,809276.16,Gal,0.8093,parsed-from:12/22-23/06,
Westchester,event,2005,2005-01-01 00:00:00,2005-01-01,1,126449.4,Gal,0.1264,,
Westchester,event,,2005-01-03 00:00:00,2005-01-03,1,126449.4,Gal,0.1264,,
Westchester,event,,1/12-14/05,2005-01-12,3,2301379.08,Gal,2.3014,parsed-from:1/12-14/05,
Westchester,event,,2005-03-30 00:00:00,2005-03-30,1,82467,Gal,0.0825,,
Westchester,event,,2005-04-12 00:00:00,2005-04-12,1,75869.64,Gal,0.0759,,
Westchester,event,,2005-05-19 00:00:00,2005-05-19,1,227608.92,Gal,0.2276,,
Westchester,event,,2005-07-26 00:00:00,2005-07-26,1,278188.68,Gal,0.2782,,
Westchester,event,,2005-08-18 00:00:00,2005-08-18,1,25289.88,Gal,0.0253,,
Westchester,event,,2005-08-20 00:00:00,2005-08-20,1,480507.72,Gal,0.4805,,
Westchester,event,,2005-10-02 00:00:00,2005-10-02,1,202319.04,Gal,0.2023,,
Westchester,event,,2005-11-28 00:00:00,2005-11-28,1,50579.76,Gal,0.0506,,
Westchester,event,2004,2004-03-05 00:00:00,2004-03-05,1,48380.64,Gal,0.0484,,
Westchester,event,,2004-08-24 00:00:00,2004-08-24,1,39584.16,Gal,0.0396,,
Westchester,event,,2004-08-28 00:00:00,2004-08-28,1,354058.32,Gal,0.3541,,
Westchester,event,,2004-10-23 00:00:00,2004-10-23,1,50579.76,Gal,0.0506,,
Westchester,event,,2004-11-01 00:00:00,2004-11-01,1,303478.56,Gal,0.3035,,
Westchester,event,,2004-11-27 00:00:00,2004-11-27,1,227608.92,Gal,0.2276,,
Westchester,event,,2004-11-30 00:00:00,2004-11-30,1,101159.52,Gal,0.1012,,
Westchester,event,,2004-12-07 00:00:00,2004-12-07,1,556377.36,Gal,0.5564,,
Westchester,event,,2017-06-14 00:00:00,2017-06-14,1,243000,Gal,0.243,,
Westchester,event,,2017-07-12 00:00:00,2017-07-12,1,243000,Gal,0.243,,
Westchester,event,,2017-07-20 00:00:00,2017-07-20,1,162000,Gal,0.162,,
Westchester,event,,2017-10-11 00:00:00,2017-10-11,1,32000,Gal,0.032,,
Westchester,event,,10/14-15/17,2017-10-14,2,14337000,Gal,14.337,parsed-from:10/14-15/17,
Westchester,event,,2017-10-24 00:00:00,2017-10-24,1,96000,Gal,0.096,,
95th St,no-discharge-year,2025,No Discharge,,,,MG,,,
95th St,no-discharge-year,2024,No Discharge,,,,MG,,,
95th St,no-discharge-year,2023,No Discharge,,,,MG,,,
95th St,no-discharge-year,2022,No Discharge,,,,MG,,,
95th St,no-discharge-year,2021,No Discharge,,,,MG,,,
95th St,no-discharge-year,2020,No Discharge,,,,MG,,,
95th St,no-discharge-year,2019,No Discharge,,,,MG,,,
95th St,no-discharge-year,2018,No Discharge,,,,MG,,,
95th St,no-discharge-year,2017,No Discharge,,,,MG,,,
95th St,no-discharge-year,2016,No Discharge,,,,MG,,,
95th St,no-discharge-year,2015,No Discharge,,,,MG,,,
95th St,no-discharge-year,2014,No Discharge,,,,MG,,,
95th St,event,2013,4/18-19/13,2013-04-18,2,165.75,MG,165.75,parsed-from:4/18-19/13,
95th St,no-discharge-year,2012,No Discharge,,,,MG,,,
95th St,no-discharge-year,2011,No Discharge,,,,MG,,,
95th St,event,2010,2010-07-24 00:00:00,2010-07-24,1,68.34,MG,68.34,,
95th St,no-discharge-year,2009,No Discharge,,,,MG,,,
95th St,event,2008,2008-09-14 00:00:00,2008-09-14,1,136.9,MG,136.9,,
95th St,no-discharge-year,2007,No Discharge,,,,MG,,,
95th St,no-discharge-year,2006,No Discharge,,,,MG,,,
95th St,no-discharge-year,2005,No Discharge,,,,MG,,,
95th St,no-discharge-year,2004,No Discharge,,,,MG,,,
95th St,event,2003,2003-04-04 00:00:00,2003-04-04,1,26.93,MG,26.93,,
95th St,event,,7/17-18/03,2003-07-17,2,81.92,MG,81.92,parsed-from:7/17-18/03,
95th St,event,,2003-11-18 00:00:00,2003-11-18,1,74.07,MG,74.07,,
95th St,event,2002,2002-05-12 00:00:00,2002-05-12,1,65.08,MG,65.08,,
95th St,event,,2002-08-22 00:00:00,2002-08-22,1,55.9,MG,55.9,,
95th St,event,2001,2001-07-25 00:00:00,2001-07-25,1,48.26,MG,48.26,,
95th St,event,,2001-08-02 00:00:00,2001-08-02,1,44.33,MG,44.33,,
95th St,event,,2001-08-25 00:00:00,2001-08-25,1,66.77,MG,66.77,,
95th St,event,,2001-10-13 00:00:00,2001-10-13,1,62.28,MG,62.28,,
95th St,event,,2001-10-14 00:00:00,2001-10-14,1,0.56,MG,0.56,,
95th St,event,2000,2000-06-24 00:00:00,2000-06-24,1,31.98,MG,31.98,,
95th St,event,,2000-09-11 00:00:00,2000-09-11,1,49.15,MG,49.15,,
95th St,event,,2000-09-12 00:00:00,2000-09-12,1,35.35,MG,35.35,,
95th St,event,,9/18-19/15,2015-09-18,2,,MG,,parsed-from:9/18-19/15,
95th St,event,,42361,2015-12-23,1,,MG,,excel-serial,
122nd St,no-discharge-year,2025,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2024,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2023,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2022,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2021,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2020,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2019,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2018,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2017,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2016,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2015,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2014,No Discharge,,,,MG,,,
122nd St,event,2013,2013-04-18 00:00:00,2013-04-18,1,2.42,MG,2.42,,
122nd St,no-discharge-year,2012,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2011,No Discharge,,,,MG,,,
122nd St,event,2010,2010-07-24 00:00:00,2010-07-24,1,2.19,MG,2.19,,
122nd St,no-discharge-year,2009,No Discharge,,,,MG,,,
122nd St,event,2008,2008-09-14 00:00:00,2008-09-14,1,3.2,MG,3.2,,
122nd St,no-discharge-year,2007,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2006,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2005,No Discharge,,,,MG,,,
122nd St,no-discharge-year,2004,No Discharge,,,,MG,,,
122nd St,event,2003,2003-07-17 00:00:00,2003-07-17,1,4.31,MG,4.31,,
122nd St,event,2001,2001-08-25 00:00:00,2001-08-25,1,2.69,MG,2.69,,
122nd St,event,,2001-10-13 00:00:00,2001-10-13,1,1.51,MG,1.51,,
122nd St,event,,2001-10-14 00:00:00,2001-10-14,1,1.01,MG,1.01,,
122nd St,event,2000,2000-09-11 00:00:00,2000-09-11,1,1.85,MG,1.85,,
122nd St,event,,40855,2011-11-08,1,,MG,,excel-serial,
122nd St,anomaly,,,,,32000,MG,32000,no-date,
122nd St,event,,9/18-19/15,2015-09-18,2,,MG,,parsed-from:9/18-19/15,
122nd St,event,,42361,2015-12-23,1,,MG,,excel-serial,
125th St,no-discharge-year,2025,No Discharge,,,,MG,,,
125th St,no-discharge-year,2024,No Discharge,,,,MG,,,
125th St,no-discharge-year,2023,No Discharge,,,,MG,,,
125th St,no-discharge-year,2022,No Discharge,,,,MG,,,
125th St,no-discharge-year,2021,No Discharge,,,,MG,,,
125th St,no-discharge-year,2020,No Discharge,,,,MG,,,
125th St,no-discharge-year,2019,No Discharge,,,,MG,,,
125th St,no-discharge-year,2018,No Discharge,,,,MG,,,
125th St,no-discharge-year,2017,No Discharge,,,,MG,,,
125th St,no-discharge-year,2016,No Discharge,,,,MG,,,
125th St,event,2015,6/15-16/15,2015-06-15,2,79.5,MG,79.5,parsed-from:6/15-16/15,
125th St,event,2014,5/11-12/14,2014-05-11,2,50,MG,50,parsed-from:5/11-12/14,
125th St,event,,5/20-21/14,2014-05-20,2,23.2,MG,23.2,parsed-from:5/20-21/14,
125th St,event,,6/30-7/1/14,2014-06-30,2,89.2,MG,89.2,parsed-from:6/30-7/1/14,
125th St,event,,7/12-13/14,2014-07-12,2,83.2,MG,83.2,parsed-from:7/12-13/14,
125th St,event,,8/22-23/14,2014-08-22,2,112.201,MG,112.201,parsed-from:8/22-23/14,
125th St,event,,8/23-24/14,2014-08-23,2,74.53,MG,74.53,parsed-from:8/23-24/14,
125th St,event,,2014-08-25 00:00:00,2014-08-25,1,46.193,MG,46.193,,
125th St,event,,2014-09-10 00:00:00,2014-09-10,1,59.051,MG,59.051,,
125th St,event,2013,3/10-11/13,2013-03-10,2,24.99,MG,24.99,parsed-from:3/10-11/13,
125th St,event,,4/18-20/13,2013-04-18,3,396.4,MG,396.4,parsed-from:4/18-20/13,
125th St,event,,5/28-29/13,2013-05-28,2,57,MG,57,parsed-from:5/28-29/13,
125th St,event,2012,2012-07-19 00:00:00,2012-07-19,1,8.42,MG,8.42,,
125th St,event,2011,2011-04-22 00:00:00,2011-04-22,1,21.6,MG,21.6,,
125th St,event,,2011-04-26 00:00:00,2011-04-26,1,40,MG,40,,
125th St,event,,2011-05-26 00:00:00,2011-05-26,1,66.7,MG,66.7,,
125th St,event,,2011-05-29 00:00:00,2011-05-29,1,34.7,MG,34.7,,
125th St,event,,6/9-10/11,2011-06-09,2,288.1,MG,288.1,parsed-from:6/9-10/11,
125th St,event,,2011-07-23 00:00:00,2011-07-23,1,147.4,MG,147.4,,
125th St,event,,2011-07-24 00:00:00,2011-07-24,1,61.8,MG,61.8,,
125th St,event,2010,2010-05-31 00:00:00,2010-05-31,1,61.26,MG,61.26,,
125th St,event,,2010-06-02 00:00:00,2010-06-02,1,20.62,MG,20.62,,
125th St,event,,6/15-16/10,2010-06-15,2,73.87,MG,73.87,parsed-from:6/15-16/10,
125th St,event,,6/23-24/10,2010-06-23,2,73.63,MG,73.63,parsed-from:6/23-24/10,
125th St,event,,6/27-28/10,2010-06-27,2,109.17,MG,109.17,parsed-from:6/27-28/10,
125th St,event,,7/24-25/10,2010-07-24,2,463.36,MG,463.36,parsed-from:7/24-25/10,
125th St,event,,2010-08-03 00:00:00,2010-08-03,1,122.1,MG,122.1,,
125th St,event,,2010-08-04 00:00:00,2010-08-04,1,46.7,MG,46.7,,
125th St,event,2009,3/8-3/9/09,2009-03-08,2,326.25,MG,326.25,parsed-from:3/8-3/9/09,
125th St,event,,3/9-11/09,2009-03-09,3,369.36,MG,369.36,parsed-from:3/9-11/09,
125th St,event,,4/27-28/09,2009-04-27,2,103.7,MG,103.7,parsed-from:4/27-28/09,
125th St,event,,2009-10-23 00:00:00,2009-10-23,1,125.4,MG,125.4,,
125th St,event,,10/30-11/1/09,2009-10-30,3,308.71,MG,308.71,parsed-from:10/30-11/1/09,
125th St,event,,2009-12-25 00:00:00,2009-12-25,1,7.9,MG,7.9,,
125th St,event,2008,1/8-9/08,2008-01-08,2,237.52,MG,237.52,parsed-from:1/8-9/08,
125th St,event,,2008-01-11 00:00:00,2008-01-11,1,11.53,MG,11.53,,
125th St,event,,9/4-5/08,2008-09-04,2,118.27,MG,118.27,parsed-from:9/4-5/08,
125th St,event,,9/13-17/08,2008-09-13,5,800.9,MG,800.9,parsed-from:9/13-17/08,
125th St,event,,12/27-29/08,2008-12-27,3,562.52,MG,562.52,parsed-from:12/27-29/08,
125th St,event,2007,2007-01-05 00:00:00,2007-01-05,1,3.214,MG,3.214,,
125th St,event,,2007-04-25 00:00:00,2007-04-25,1,38.2,MG,38.2,,
125th St,event,,4/26-27/07,2007-04-26,2,85.38,MG,85.38,parsed-from:4/26-27/07,
125th St,event,,8/13-14/02,2002-08-13,2,23.77,MG,23.77,parsed-from:8/13-14/02,
125th St,event,,8/23-25/07,2007-08-23,3,525,MG,525,parsed-from:8/23-25/07,
125th St,event,2006,2006-08-28 00:00:00,2006-08-28,1,37.12,MG,37.12,,
125th St,event,,4/8-9/02,2002-04-08,2,242,MG,242,parsed-from:4/8-9/02,
125th St,event,,5/11-12/02,2002-05-11,2,155.3,MG,155.3,parsed-from:5/11-12/02,
125th St,event,,2006-11-30 00:00:00,2006-11-30,1,61.93,MG,61.93,,
125th St,event,2005,1/12-14/05,2005-01-12,3,344.25,MG,344.25,parsed-from:1/12-14/05,
125th St,event,2004,2004-03-05 00:00:00,2004-03-05,1,85.2,MG,85.2,,
125th St,event,,5/14-15/04,2004-05-14,2,123.361,MG,123.361,parsed-from:5/14-15/04,
125th St,event,,2004-05-30 00:00:00,2004-05-30,1,2.304681,MG,2.3047,,
125th St,event,,5/30-31/04,2004-05-30,2,8.127033,MG,8.127,parsed-from:5/30-31/04,
125th St,event,,2004-05-31 00:00:00,2004-05-31,1,14.376,MG,14.376,,
125th St,event,,2004-05-31 00:00:00,2004-05-31,1,88.184373,MG,88.1844,,
125th St,event,,2004-06-01 00:00:00,2004-06-01,1,1.841925,MG,1.8419,,
125th St,event,,2004-06-01 00:00:00,2004-06-01,1,8.248332,MG,8.2483,,
125th St,event,,2004-06-01 00:00:00,2004-06-01,1,8.35605,MG,8.356,,
125th St,event,,2004-06-12 00:00:00,2004-06-12,1,29.960853,MG,29.9609,,
125th St,event,,2004-12-07 00:00:00,2004-12-07,1,100.76,MG,100.76,,
125th St,event,2003,2003-04-04 00:00:00,2003-04-04,1,37.6,MG,37.6,,
125th St,event,,2003-05-09 00:00:00,2003-05-09,1,43.99,MG,43.99,,
125th St,event,,7/17-18/03,2003-07-17,2,111.9,MG,111.9,parsed-from:7/17-18/03,
125th St,event,,2003-07-27 00:00:00,2003-07-27,1,8.5,MG,8.5,,
125th St,event,,2003-07-28 00:00:00,2003-07-28,1,26.1,MG,26.1,,
125th St,event,,2003-09-01 00:00:00,2003-09-01,1,20.62,MG,20.62,,
125th St,event,,2003-11-05 00:00:00,2003-11-05,1,12.76,MG,12.76,,
125th St,event,,11/18-19/03,2003-11-18,2,260.6,MG,260.6,parsed-from:11/18-19/03,
125th St,event,2002,2002-03-09 00:00:00,2002-03-09,1,41.24,MG,41.24,,
125th St,event,,2002-04-09 00:00:00,2002-04-09,1,26.2,MG,26.2,,
125th St,event,,5/11-13/02,2002-05-11,3,303.61,MG,303.61,parsed-from:5/11-13/02,
125th St,event,2001,2001-02-09 00:00:00,2001-02-09,1,133.36,MG,133.36,,
125th St,event,,2001-02-25 00:00:00,2001-02-25,1,31.05,MG,31.05,,
125th St,event,,2001-07-25 00:00:00,2001-07-25,1,79.57,MG,79.57,,
125th St,event,,2001-08-02 00:00:00,2001-08-02,1,134.28,MG,134.28,,
125th St,event,,2001-08-25 00:00:00,2001-08-25,1,240.17,MG,240.17,,
125th St,event,,2001-08-26 00:00:00,2001-08-26,1,89.76,MG,89.76,,
125th St,event,,2001-10-13 00:00:00,2001-10-13,1,72.05,MG,72.05,,
125th St,event,,2001-10-14 00:00:00,2001-10-14,1,134.04,MG,134.04,,
125th St,event,2000,2000-04-20 00:00:00,2000-04-20,1,98.68,MG,98.68,,
125th St,event,,2000-04-21 00:00:00,2000-04-21,1,95.03,MG,95.03,,
125th St,event,,2000-06-14 00:00:00,2000-06-14,1,60.65,MG,60.65,,
125th St,event,,2000-09-11 00:00:00,2000-09-11,1,30.32,MG,30.32,,
125th St,event,,2000-09-12 00:00:00,2000-09-12,1,157.69,MG,157.69,,
125th St,event,,9/18-19/15,2015-09-18,2,,MG,,parsed-from:9/18-19/15,
125th St,event,,2015-12-23 00:00:00,2015-12-23,1,,MG,,,
